1	-0.032370000000000 	-0.049000000000000 	0
2	-0.032360000000000 	-0.012120000000000 	0
3	-0.032295280000000 	-0.011766542773000 	0
4	-0.032230560000000 	-0.011437563710000 	0
5	-0.032165840000000 	-0.011131649958000 	0
6	-0.032101120000000 	-0.010847388663000 	0
7	-0.032036400000000 	-0.010583366973000 	0
8	-0.031971680000000 	-0.010338172034000 	0
9	-0.031906960000000 	-0.010110390993000 	0
10	-0.031842240000000 	-0.009898610996000 	0
11	-0.031777520000000 	-0.009701419191000 	0
12	-0.031712800000000 	-0.009517402724000 	0
13	-0.031648080000000 	-0.009345148742000 	0
14	-0.031583360000000 	-0.009183244392000 	0
15	-0.031518640000000 	-0.009030276820000 	0
16	-0.031453920000000 	-0.008884833173000 	0
17	-0.031389200000000 	-0.008745500599000 	0
18	-0.031324480000000 	-0.008610866243000 	0
19	-0.031259760000000 	-0.008479517253000 	0
20	-0.031195040000000 	-0.008350284616000 	0
21	-0.031130320000000 	-0.008222963890000 	0
22	-0.031065600000000 	-0.008097589108000 	0
23	-0.031000880000000 	-0.007974194304000 	0
24	-0.030936160000000 	-0.007852813511000 	0
25	-0.030871440000000 	-0.007733480763000 	0
26	-0.030806720000000 	-0.007616230092000 	0
27	-0.030742000000000 	-0.007501095532000 	0
28	-0.030677280000000 	-0.007388111117000 	0
29	-0.030612560000000 	-0.007277310879000 	0
30	-0.030547840000000 	-0.007168728852000 	0
31	-0.030483120000000 	-0.007062399069000 	0
32	-0.030418400000000 	-0.006958355564000 	0
33	-0.030353680000000 	-0.006856632370000 	0
34	-0.030288960000000 	-0.006757258422000 	0
35	-0.030224240000000 	-0.006660195811000 	0
36	-0.030159520000000 	-0.006565359600000 	0
37	-0.030094800000000 	-0.006472663874000 	0
38	-0.030030080000000 	-0.006382022715000 	0
39	-0.029965360000000 	-0.006293350210000 	0
40	-0.029900640000000 	-0.006206560441000 	0
41	-0.029835920000000 	-0.006121567494000 	0
42	-0.029771200000000 	-0.006038285452000 	0
43	-0.029706480000000 	-0.005956628400000 	0
44	-0.029641760000000 	-0.005876510421000 	0
45	-0.029577040000000 	-0.005797845600000 	0
46	-0.029512320000000 	-0.005720548022000 	0
47	-0.029447600000000 	-0.005644531770000 	0
48	-0.029382880000000 	-0.005569710929000 	0
49	-0.029318160000000 	-0.005495999583000 	0
50	-0.029253440000000 	-0.005423311815000 	0
51	-0.029188720000000 	-0.005351561712000 	0
52	-0.029124000000000 	-0.005280665809000 	0
53	-0.029059280000000 	-0.005210584557000 	0
54	-0.028994560000000 	-0.005141316324000 	0
55	-0.028929840000000 	-0.005072860721000 	0
56	-0.028865120000000 	-0.005005217360000 	0
57	-0.028800400000000 	-0.004938385853000 	0
58	-0.028735680000000 	-0.004872365813000 	0
59	-0.028670960000000 	-0.004807156850000 	0
60	-0.028606240000000 	-0.004742758578000 	0
61	-0.028541520000000 	-0.004679170608000 	0
62	-0.028476800000000 	-0.004616392553000 	0
63	-0.028412080000000 	-0.004554424024000 	0
64	-0.028347360000000 	-0.004493264634000 	0
65	-0.028282640000000 	-0.004432913994000 	0
66	-0.028217920000000 	-0.004373371717000 	0
67	-0.028153200000000 	-0.004314637414000 	0
68	-0.028088480000000 	-0.004256710698000 	0
69	-0.028023760000000 	-0.004199591181000 	0
70	-0.027959040000000 	-0.004143278474000 	0
71	-0.027894320000000 	-0.004087772191000 	0
72	-0.027829600000000 	-0.004033071942000 	0
73	-0.027764880000000 	-0.003979177189000 	0
74	-0.027700160000000 	-0.003926081088000 	0
75	-0.027635440000000 	-0.003873768347000 	0
76	-0.027570720000000 	-0.003822223082000 	0
77	-0.027506000000000 	-0.003771429407000 	0
78	-0.027441280000000 	-0.003721371437000 	0
